Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Location_grouped,review_text,review_char_len,review_word_len,review_tokens
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsi,mau diretur ongkir nya lebih mahal dr harga barang,jadi kecewa",Negative,Sadness,Jakarta Utara,"Barang yg dikirim tidak dicoba terlebih dulu sehingga ada 1 pcs yg tidak berfungsi,mau diretur ongkir nya lebih mahal dr harga barang,jadi kecewa",145,23,"['barang', 'yg', 'dikirim', 'dicoba', 'terlebih', 'dulu', 'sehingga', 'pcs', 'yg', 'berfungsi', 'mau', 'diretur', 'ongkir', 'mahal', 'dr', 'harga', 'barang', 'kecewa']"
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",Negative,Sadness,Jakarta Utara,"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",144,25,"['barang', 'berfungsi', 'mau', 'dikirim', 'cek', 'dulu', 'bos', 'senter', 'hidup', 'cas', 'seharian', 'packing', 'bagus', 'bungkusnya', 'yg', 'pecah']"
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,Jakarta Utara,18370,4.8,33503,3666,1,"Harga murah, tapi fisik yang di terima gaa sesuai harapan, lampu di gagang gaa berfungsi, zoom besar kecil gaa berfungsi, lebih parah lagi, saya udah kasih waktu 3 jam untuk jawab keluhan saya via chat, tapi seller slow-slow aja, padahal online.. Utamain kepuasan pelanggan, jangan hanya nyari keuntungan semata, gaa bakal berkah..",Negative,Fear,Jakarta Utara,"Harga murah, tapi fisik yang di terima gaa sesuai harapan, lampu di gagang gaa berfungsi, zoom besar kecil gaa berfungsi, lebih parah lagi, saya udah kasih waktu 3 jam untuk jawab keluhan saya via chat, tapi seller slow-slow aja, padahal online.. Utamain kepuasan pelanggan, jangan hanya nyari keuntungan semata, gaa bakal berkah..",331,52,"['harga', 'murah', 'fisik', 'terima', 'gaa', 'sesuai', 'harapan', 'lampu', 'gagang', 'gaa', 'berfungsi', 'zoom', 'besar', 'kecil', 'gaa', 'berfungsi', 'parah', 'lagi', 'kasih', 'waktu', 'jam', 'jawab', 'keluhan', 'via', 'chat', 'seller', 'slow', 'slow', 'padahal', 'online', 'utamain', 'kepuasan', 'pelanggan', 'jangan', 'hanya', 'nyari', 'keuntungan', 'semata', 'gaa', 'bakal', 'berkah']"
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,Jakarta Barat,605000,4.9,5777,3016,1,Jelek! Silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. Kualitas lamounya juga tidak sebaik yg saya bayangkan. Jauh dibawah kualitasnya philips.,Negative,Anger,Jakarta Barat,Jelek! Silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. Kualitas lamounya juga tidak sebaik yg saya bayangkan. Jauh dibawah kualitasnya philips.,163,22,"['jelek', 'silikon', 'pelindungnya', 'setelah', 'ditekuk', 'gampang', 'pecah', 'sobek', 'gitu', 'kualitas', 'lamounya', 'sebaik', 'yg', 'bayangkan', 'jauh', 'dibawah', 'kualitasnya', 'philips']"
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,Jakarta Barat,605000,4.9,5777,3016,1,"Barang sangat jelek, tidak fungsi, klaim� tetap rusak. Mendingan jangan beli.",Negative,Anger,Jakarta Barat,"Barang sangat jelek, tidak fungsi, klaim� tetap rusak. Mendingan jangan beli.",77,11,"['barang', 'sangat', 'jelek', 'fungsi', 'klaim', 'tetap', 'rusak', 'mendingan', 'jangan', 'beli']"
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,Jakarta Barat,605000,4.9,5777,3016,3,barangnya ada yg sobek diujung nya jadi macet� ketika dinyalakan,Negative,Sadness,Jakarta Barat,barangnya ada yg sobek diujung nya jadi macet� ketika dinyalakan,64,10,"['barangnya', 'yg', 'sobek', 'diujung', 'macet', 'ketika', 'dinyalakan']"
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,1,"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli,saya KECEWA SEKALI!!!PENJUAL NO RESPON!!!!",Negative,Anger,Jakarta Timur,"lampu sudah di charge ga bisa menyala sama sekali padahal baru beli,saya KECEWA SEKALI!!!PENJUAL NO RESPON!!!!",110,16,"['lampu', 'charge', 'menyala', 'sama', 'sekali', 'padahal', 'baru', 'beli', 'kecewa', 'sekali', 'penjual', 'no', 'respon']"
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,1,di keterangannya kuat 8 jam....eh baru aja 1 jam juga belum udah redup para,Negative,Sadness,Jakarta Timur,di keterangannya kuat 8 jam....eh baru aja 1 jam juga belum udah redup para,75,14,"['keterangannya', 'kuat', 'jam', 'eh', 'baru', 'jam', 'belum', 'redup', 'para']"
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,3,Untuk sekelas official store ini paling kacau sih packingnya. Bener2 cuma plastik item tipis kualitas trash bag dilakban asal-asalan. Mending kalau ada tambah opsi bubble wrap.,Negative,Sadness,Jakarta Timur,Untuk sekelas official store ini paling kacau sih packingnya. Bener2 cuma plastik item tipis kualitas trash bag dilakban asal-asalan. Mending kalau ada tambah opsi bubble wrap.,176,26,"['sekelas', 'official', 'store', 'paling', 'kacau', 'packingnya', 'bener2', 'cuma', 'plastik', 'item', 'tipis', 'kualitas', 'trash', 'bag', 'dilakban', 'asal', 'asalan', 'mending', 'tambah', 'opsi', 'bubble', 'wrap']"
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,Jakarta Timur,42500,4.9,7796,2781,2,gada 2 jam uda redup padahal cas nya seharian sebelum pemakaian pertama,Negative,Sadness,Jakarta Timur,gada 2 jam uda redup padahal cas nya seharian sebelum pemakaian pertama,71,12,"['gada', 'jam', 'uda', 'redup', 'padahal', 'cas', 'seharian', 'sebelum', 'pemakaian', 'pertama']"
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,"gak rekomendasi untuk beli disini, ada masalah tapi seller ga jawab pesan. tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab, tapi sampai pesanan otomatis selesai belum juga ada balasan. buat pelajaran aja buat yang lain, beli barang kaya gacha, kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker",Negative,Fear,Jakarta Pusat,"gak rekomendasi untuk beli disini, ada masalah tapi seller ga jawab pesan. tadinya ga mau pakai fitur komplain tokped karena gw kira seller bakal mau tanggung jawab, tapi sampai pesanan otomatis selesai belum juga ada balasan. buat pelajaran aja buat yang lain, beli barang kaya gacha, kalau lagi ga beruntung bisa dapat barang jelek dan ga bisa dituker",353,58,"['rekomendasi', 'beli', 'disini', 'masalah', 'seller', 'jawab', 'pesan', 'tadinya', 'mau', 'pakai', 'fitur', 'komplain', 'tokped', 'gw', 'kira', 'seller', 'bakal', 'mau', 'tanggung', 'jawab', 'pesanan', 'otomatis', 'selesai', 'belum', 'balasan', 'pelajaran', 'lain', 'beli', 'barang', 'kaya', 'gacha', 'lagi', 'beruntung', 'barang', 'jelek', 'dituker']"
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,lampu nya nyala... tapi Bentar aja tahan nya... habis itu mati... terus di colon lagi hidup... Trus Bentar aja mati... ngak tau salahnya dimana...,Negative,Sadness,Jakarta Pusat,lampu nya nyala... tapi Bentar aja tahan nya... habis itu mati... terus di colon lagi hidup... Trus Bentar aja mati... ngak tau salahnya dimana...,146,24,"['lampu', 'nyala', 'bentar', 'tahan', 'habis', 'mati', 'terus', 'colon', 'lagi', 'hidup', 'trus', 'bentar', 'mati', 'ngak', 'tau', 'salahnya', 'dimana']"
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,"Barang rusak, ga bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim.",Negative,Anger,Jakarta Pusat,"Barang rusak, ga bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim.",80,13,"['barang', 'rusak', 'nyala', 'sama', 'sekali', 'sebaiknya', 'coba', 'dulu', 'sebelum', 'dikirim']"
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,Jakarta Pusat,39000,4.7,20610,5765,1,"1 lampu rusak tidak bisa hidup dr awal, 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari.",Negative,Fear,Jakarta Pusat,"1 lampu rusak tidak bisa hidup dr awal, 1 lampu lg mati dan tdk bisa hidup setelah dipakai sehari.",98,19,"['lampu', 'rusak', 'hidup', 'dr', 'awal', 'lampu', 'lg', 'mati', 'hidup', 'setelah', 'dipakai', 'sehari']"
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,Kab. Tangerang,21499,4.9,1373,351,3,Ada 2 aksesoris yang ga ada...sama 1 yang rusak...kan harus nya ada 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...,Negative,Fear,Kab. Tangerang,Ada 2 aksesoris yang ga ada...sama 1 yang rusak...kan harus nya ada 18 pcs...in cuma 16 pcs...lain kali tolong d check dlu ya...,128,23,"['aksesoris', 'sama', 'rusak', 'kan', 'harus', '18', 'pcs', 'in', 'cuma', '16', 'pcs', 'lain', 'kali', 'tolong', 'check', 'dlu']"
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,3,di minta warna dusty sma abu abu di kirim abu abu ama pink,Negative,Sadness,Jakarta Barat,di minta warna dusty sma abu abu di kirim abu abu ama pink,58,13,"['minta', 'warna', 'dusty', 'sma', 'abu', 'abu', 'kirim', 'abu', 'abu', 'ama', 'pink']"
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,3,"pengiriman lama, jam ok semoga awet",Negative,Anger,Jakarta Pusat,"pengiriman lama, jam ok semoga awet",35,6,"['pengiriman', 'lama', 'jam', 'ok', 'semoga', 'awet']"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,3,klo mau kirim barang sebaiknya di cek dulu gan saya beli 2 yg satu mati untuk saya harga segitu lumayan,Negative,Sadness,Jakarta Pusat,klo mau kirim barang sebaiknya di cek dulu gan saya beli 2 yg satu mati untuk saya harga segitu lumayan,103,20,"['klo', 'mau', 'kirim', 'barang', 'sebaiknya', 'cek', 'dulu', 'gan', 'beli', 'yg', 'satu', 'mati', 'harga', 'segitu', 'lumayan']"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,2,box nya gak di rakit,Negative,Sadness,Jakarta Utara,box nya gak di rakit,20,5,"['box', 'rakit']"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",Jakarta Utara,9000,4.9,15200,1727,1,tdk sesuai pesanan,Negative,Fear,Jakarta Utara,tdk sesuai pesanan,18,3,"['sesuai', 'pesanan']"
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,1,"Hati-hati kalo beli barang di toko ini, deskripsi penjual dan real barang datangnya harus jelas di lihat. Bacain aja tiap ada pembeli bintang 1 komentar di produknya, respon penjual gimana, chat penjual ga mencerminkan seseorang yang baik.",Negative,Fear,Jakarta Barat,"Hati-hati kalo beli barang di toko ini, deskripsi penjual dan real barang datangnya harus jelas di lihat. Bacain aja tiap ada pembeli bintang 1 komentar di produknya, respon penjual gimana, chat penjual ga mencerminkan seseorang yang baik.",239,37,"['hati', 'hati', 'beli', 'barang', 'toko', 'deskripsi', 'penjual', 'real', 'barang', 'datangnya', 'harus', 'jelas', 'lihat', 'bacain', 'tiap', 'pembeli', 'bintang', 'komentar', 'produknya', 'respon', 'penjual', 'gimana', 'chat', 'penjual', 'mencerminkan', 'seseorang', 'baik']"
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 60",Jakarta Barat,39900,4.9,2007,801,2,barang yang dikirim tidak sesuai walaupun tidak ada seharusnya 2 warna jangan satu warna,Negative,Fear,Jakarta Barat,barang yang dikirim tidak sesuai walaupun tidak ada seharusnya 2 warna jangan satu warna,88,14,"['barang', 'dikirim', 'sesuai', 'walaupun', 'seharusnya', 'warna', 'jangan', 'satu', 'warna']"
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 61",Jakarta Barat,39900,4.9,2007,801,1,"beli 6 pieces dgn catatan 6 warna yg berbeda tapi datang dgn warna yg sama kesemuanya,",Negative,Sadness,Jakarta Barat,"beli 6 pieces dgn catatan 6 warna yg berbeda tapi datang dgn warna yg sama kesemuanya,",86,16,"['beli', 'pieces', 'catatan', 'warna', 'yg', 'berbeda', 'datang', 'warna', 'yg', 'sama', 'kesemuanya']"
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,2,"tidak sesuai dengan yg dipesan, harusnya hitam 1, merah 1, pengiriman lama.",Negative,Fear,Jakarta Pusat,"tidak sesuai dengan yg dipesan, harusnya hitam 1, merah 1, pengiriman lama.",75,12,"['sesuai', 'yg', 'dipesan', 'harusnya', 'hitam', 'merah', 'pengiriman', 'lama']"
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,1,minta pink sama merah d kirim merah semua... untung anaknya mau...seller arogan.. jualnya memaksa... saya mau warna yg sesuai ... kapok deh gak lagi lagi,Negative,Sadness,Jakarta Pusat,minta pink sama merah d kirim merah semua... untung anaknya mau...seller arogan.. jualnya memaksa... saya mau warna yg sesuai ... kapok deh gak lagi lagi,153,25,"['minta', 'pink', 'sama', 'merah', 'kirim', 'merah', 'semua', 'untung', 'anaknya', 'mau', 'seller', 'arogan', 'jualnya', 'memaksa', 'mau', 'warna', 'yg', 'sesuai', 'kapok', 'lagi', 'lagi']"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,2,"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah di ganti kaos kaki",Negative,Anger,Jakarta Pusat,"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah di ganti kaos kaki",154,25,"['kameranya', 'jelek', 'deskripsi', 'katanya', 'walkie', 'talkie', 'ternyata', 'bs', 'response', 'penjual', 'sangat', 'lambat', 'dapet', 'sim', 'card', 'malah', 'ganti', 'kaos', 'kaki']"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,1,semua mengecewakan,Negative,Sadness,Jakarta Pusat,semua mengecewakan,18,2,"['semua', 'mengecewakan']"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,2,sudah 3 kali ganti kartu.. sinyalnya tidak ada terus.. sekali sinyal ada ngak bisa telp dan menerima telp.,Negative,Sadness,Jakarta Pusat,sudah 3 kali ganti kartu.. sinyalnya tidak ada terus.. sekali sinyal ada ngak bisa telp dan menerima telp.,106,18,"['kali', 'ganti', 'kartu', 'sinyalnya', 'terus', 'sekali', 'sinyal', 'ngak', 'telp', 'menerima', 'telp']"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,1,"jam tangan nya rusak, ga bisa dipakai sampai rumah. anak sy menangis dan kecewa",Negative,Sadness,Jakarta Pusat,"jam tangan nya rusak, ga bisa dipakai sampai rumah. anak sy menangis dan kecewa",79,14,"['jam', 'tangan', 'rusak', 'dipakai', 'rumah', 'anak', 'sy', 'menangis', 'kecewa']"
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 7",Kab. Bandung,40500,4.8,475,264,3,celananya kekecilan sayang amet,Negative,Sadness,Kab. Bandung,celananya kekecilan sayang amet,31,4,"['celananya', 'kekecilan', 'sayang', 'amet']"
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 8",Kab. Bandung,40500,4.8,475,264,2,celanany ga masuk k kaki anak saya...padahal pesannya udh d naikan 1 ukuran....,Negative,Sadness,Kab. Bandung,celanany ga masuk k kaki anak saya...padahal pesannya udh d naikan 1 ukuran....,79,13,"['celanany', 'masuk', 'kaki', 'anak', 'padahal', 'pesannya', 'udh', 'naikan', 'ukuran']"
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 9",Kab. Bandung,40500,4.8,475,264,2,barang tidak sesuai no ya besar tp nyatanya kecil,Negative,Fear,Kab. Bandung,barang tidak sesuai no ya besar tp nyatanya kecil,49,9,"['barang', 'sesuai', 'no', 'besar', 'nyatanya', 'kecil']"
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",Jakarta Barat,76000,4.9,584,174,3,Bahanny ga enak,Negative,Sadness,Jakarta Barat,Bahanny ga enak,15,3,"['bahanny', 'enak']"
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",Jakarta Barat,76000,4.9,584,174,3,bahan panas ga menyerap keringat motif printan nya agak buram,Negative,Sadness,Jakarta Barat,bahan panas ga menyerap keringat motif printan nya agak buram,61,10,"['bahan', 'panas', 'menyerap', 'keringat', 'motif', 'printan', 'agak', 'buram']"
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",Jakarta Barat,76000,4.9,584,174,3,beli warna ungu kenapa warnanya jelek ya ungu pudar,Negative,Anger,Jakarta Barat,beli warna ungu kenapa warnanya jelek ya ungu pudar,51,9,"['beli', 'warna', 'ungu', 'kenapa', 'warnanya', 'jelek', 'ungu', 'pudar']"
Kids and Baby Fashion,Kaos Kaki Sekolah SD / Kaos Kaki Anak anak - Hitam Polos,Kab. Tangerang,2699,4.8,5395,270,1,ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,Negative,Sadness,Kab. Tangerang,ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,70,11,"['bukan', 'kaos', 'kaki', 'tumitnya', 'sekali', 'pakai', 'langsung', 'melar']"
Kids and Baby Fashion,Kaos Kaki Sekolah SD / Kaos Kaki Anak anak - Hitam Polos,Kab. Tangerang,2699,4.8,5395,270,1,Tidak sesuai dengan apa yang dibayangkan,Negative,Fear,Kab. Tangerang,Tidak sesuai dengan apa yang dibayangkan,40,6,"['sesuai', 'apa', 'dibayangkan']"
Kids and Baby Fashion,"TweedyToys - Sandal Baby Shark / Sandal Anak Import Lucu - Biru Muda, 17cm",Kota Bekasi,49000,4.9,2126,1160,3,Sandalnya licin. Anak berkali-kali kepleset ketika jalan pakai sandal ini. Bawahnya licin sekali,Negative,Sadness,Kota Bekasi,Sandalnya licin. Anak berkali-kali kepleset ketika jalan pakai sandal ini. Bawahnya licin sekali,96,13,"['sandalnya', 'licin', 'anak', 'berkali', 'kali', 'kepleset', 'ketika', 'jalan', 'pakai', 'sandal', 'bawahnya', 'licin', 'sekali']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,3,tidak sesuai ekspektasi saya......bahan tipis...cuma modelnya yg bagus,Negative,Fear,Kota Tangerang Selatan,tidak sesuai ekspektasi saya......bahan tipis...cuma modelnya yg bagus,70,8,"['sesuai', 'ekspektasi', 'bahan', 'tipis', 'cuma', 'modelnya', 'yg', 'bagus']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,1,"Bahan Tipis, Kualitas Buruk",Negative,Anger,Kota Tangerang Selatan,"Bahan Tipis, Kualitas Buruk",27,4,"['bahan', 'tipis', 'kualitas', 'buruk']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,1,tak seindah yg dibayangkan,Negative,Sadness,Kota Tangerang Selatan,tak seindah yg dibayangkan,26,4,"['tak', 'seindah', 'yg', 'dibayangkan']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,1,"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",Negative,Sadness,Kota Tangerang Selatan,"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",74,13,"['tipis', 'bagian', 'kurang', 'rapi', 'harga', 'segitu', 'mahal', 'awet']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,3,Maaf ya kak kasih bintang 3 soalnya bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu ??,Negative,Sadness,Kota Bandung,Maaf ya kak kasih bintang 3 soalnya bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu ??,130,23,"['maaf', 'kak', 'kasih', 'bintang', 'soalnya', 'bagian', 'tas', 'sobek', 'terus', 'reseletingnya', 'dol', 'susah', 'dibuka', 'tutup', 'lain', 'kali', 'tolong', 'cek', 'dulu']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,barangnya ga rapih..terutama jahitannya dan masih ada benang yg ga beraturan,Negative,Sadness,Kota Bandung,barangnya ga rapih..terutama jahitannya dan masih ada benang yg ga beraturan,76,11,"['barangnya', 'rapih', 'terutama', 'jahitannya', 'masih', 'benang', 'yg', 'beraturan']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,barang sudah sampai tapi tidak sesuai sample,Negative,Fear,Kota Bandung,barang sudah sampai tapi tidak sesuai sample,44,7,"['barang', 'sesuai', 'sample']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,"Pake seminggu udh rusak, bahannya ada sambungan yang brudul ga bisa dijahit ulang . waktu dtg masih rapi .kecewa......",Negative,Sadness,Kota Bandung,"Pake seminggu udh rusak, bahannya ada sambungan yang brudul ga bisa dijahit ulang . waktu dtg masih rapi .kecewa......",118,19,"['pake', 'seminggu', 'udh', 'rusak', 'bahannya', 'sambungan', 'brudul', 'dijahit', 'ulang', 'waktu', 'dtg', 'masih', 'rapi', 'kecewa']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,tas nya kurang bagus .. how how,Negative,Sadness,Kota Bandung,tas nya kurang bagus .. how how,31,7,"['tas', 'kurang', 'bagus', 'how', 'how']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,Harga & kualitas terlalu jauh.. Harga tinggi vs kualitas rendah.,Negative,Sadness,Kota Bandung,Harga & kualitas terlalu jauh.. Harga tinggi vs kualitas rendah.,64,10,"['harga', 'kualitas', 'terlalu', 'jauh', 'harga', 'tinggi', 'vs', 'kualitas', 'rendah']"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,1,psan warna pink yg di kirim warna biru .bikin ank sya nangis gk maw pakek,Negative,Sadness,Kota Bandung,psan warna pink yg di kirim warna biru .bikin ank sya nangis gk maw pakek,73,15,"['psan', 'warna', 'pink', 'yg', 'kirim', 'warna', 'biru', 'bikin', 'ank', 'sya', 'nangis', 'gk', 'maw', 'pakek']"
Kids and Baby Fashion,Tas Sekolah Anak SD Cewek/Cewe/Perempuan 2 in 1 - Positive Friend - Biru,Kab. Bandung,55000,4.8,1713,818,2,Kecewa jahitanya gak rapih trus itu peganganya amburadul...,Negative,Sadness,Kab. Bandung,Kecewa jahitanya gak rapih trus itu peganganya amburadul...,59,8,"['kecewa', 'jahitanya', 'rapih', 'trus', 'peganganya', 'amburadul']"
Kids and Baby Fashion,Tas Sekolah Anak SD Cewek/Cewe/Perempuan 2 in 1 - Positive Friend - Biru,Kab. Bandung,55000,4.8,1713,818,1,Tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.,Negative,Sadness,Kab. Bandung,Tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.,59,10,"['tas', 'nggk', 'bagus', 'bahan', 'sablonan', 'maklum', 'murahan']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,2,Yang di pesan merah yg datang biru parah,Negative,Sadness,Kab. Bandung,Yang di pesan merah yg datang biru parah,40,8,"['pesan', 'merah', 'yg', 'datang', 'biru', 'parah']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,3,"Produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar.",Negative,Fear,Kab. Bandung,"Produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar.",91,13,"['produk', 'sgt', 'biasa', 'jauh', 'bedanya', 'sm', 'foto', 'realnya', 'pknya', 'resleting', 'biasa', 'bahan', 'kasar']"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,1,Barang tidak sesuai gambar,Negative,Fear,Kab. Bandung,Barang tidak sesuai gambar,26,4,"['barang', 'sesuai', 'gambar']"
